news_001906: 新聞魔法｜蘋果新聞網｜蘋果日報, eucDis = 2.6457513110645907
news_053342: 《蘋果數》中國代客掃墓 「低消」1400元｜蘋果新聞網｜蘋果日報, eucDis = 18.504696482059405
news_044491: 濃煙！松山機場一度關場　影響9架次班機│TVBS新聞網, eucDis = 18.505298191253253
news_087433: 小貨車和水泥車對撞　駕駛受困│TVBS新聞網, eucDis = 18.506856573367013
news_093130: 地方掃描－毒販欲衝撞警開槍制止 - 地方新聞 - 中國時報, eucDis = 18.508067621533733
news_099442: 消費快報 台北101時尚周 明開跑｜蘋果新聞網｜蘋果日報, eucDis = 18.5096311425451
news_004830: 〈快訊〉李登輝貪污案　地院法官周占春中籤│TVBS新聞網, eucDis = 18.514925381519877
news_002286: 美國職籃 5月8日賽程 台灣時間｜蘋果新聞網｜蘋果日報, eucDis = 18.515173915061663
news_073628: 颱風來襲 統一時代台北店延至下午2時開店 - 生活 - 中時 , eucDis = 18.520914455818897
news_074919: 消費快訊－星冰樂加奶酪變甜點 指定日期買1送1 - 時尚消費 - 中國時報, eucDis = 18.522045817200322
news_098006: 今天我最炫 Cow Sucks Pg 母牛哺餵小豬｜蘋果新聞網｜蘋果日報, eucDis = 18.52594300490434
news_098902: 南韓3月工業生產遠遜預期 - 財經 - 中廣, eucDis = 18.526259062150128
news_054168: 地方掃描－鐵皮屋當賭場 70餘人送辦 - 地方新聞 - 中國時報, eucDis = 18.52727197671827
news_067719: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 18.530812095761387
news_032435: 〈台北都會〉3等級4標示 轉換成7級積分 - 地方 - 自由時報電子報, eucDis = 18.53219672640017
news_090847: 動保團體陳情 籲TNR法制化 - 政治 - 中時 , eucDis = 18.534740722824413
news_002131: 天兔颱風／〈快訊〉等警報解除　黃色小鴨預計明下午重現│TVBS新聞網, eucDis = 18.539480145295844
news_014519: 經貿會議 台中登場 - 財經 - 中時 , eucDis = 18.54325115645786
news_001029: 艾爾頓強為愛殺球｜蘋果新聞網｜蘋果日報, eucDis = 18.545060911330392
news_017921: 《紐約債市》首次失業申報續降，周四紐約債市小跌 - 財經 - 時報資訊, eucDis = 18.55792294679531
news_019807: 趕機場自己來｜蘋果新聞網｜蘋果日報, eucDis = 18.55885841207438
news_010827: 汶萊實施伊斯蘭刑法 違者斷手腳 - 國際 - 中時 , eucDis = 18.56044155169836
news_028860: 都會掃描－鐵馬遊金門 陸翁遭撞斃 - 焦點要聞 - 中國時報, eucDis = 18.565627268238277
news_080797: 地方掃描－破獲汽車解體集團 逮六嫌 - 地方新聞 - 中國時報, eucDis = 18.568744406076004
news_097952: 大學學費調漲 蔣偉寧：學校共體時艱 - 政治 - 中時 , eucDis = 18.568943170120715
news_068010: 尾數報馬仔－8 0 4 1尾 條理分明 - 《旺到報》 - 中國時報, eucDis = 18.570314653490463
news_024311: 〈快訊〉貓纜又落雷　12：50全線停駛│TVBS新聞網, eucDis = 18.571348152626026
news_079705: 專家籲勿為兒童選用含敵避成份防蚊產品 - 生活 - 中廣, eucDis = 18.575117253432566
news_038041: 翻譯機器人｜蘋果新聞網｜蘋果日報, eucDis = 18.57578512014315
news_045529: 今日優惠 味王碗裝泡麵 買三送一｜蘋果新聞網｜蘋果日報, eucDis = 18.577236417038552
news_059296: 抽取衛生紙 10包89元｜蘋果新聞網｜蘋果日報, eucDis = 18.577236417038552
news_071891: 橄欖油 1瓶省51元｜蘋果新聞網｜蘋果日報, eucDis = 18.577236417038552
news_054602: Non, eucDis = 18.577690804878404
news_032385: 因應金融營業稅 金管會有配套 - 財經 - 工商 , eucDis = 18.58674468564175
news_024927: 《美股掃瞄》居高思危，美股微漲 - 財經 - 時報資訊, eucDis = 18.587494767867387
news_089554: 地方掃描－扶輪社贈圖書車 今年再捐9萬買書 - 地方新聞 - 中國時報, eucDis = 18.588211458537575
news_018536: 品牌女鞋 特賣2.8折起｜蘋果新聞網｜蘋果日報, eucDis = 18.59147838156799
news_059030: 黃蜂迎戰溜馬 3節暫時落後 - 體育 - 中央社, eucDis = 18.591619619854356
news_069933: 都會掃描－拾獲背包 上ＢＢＳ成功找到失主 - 地方新聞 - 中國時報, eucDis = 18.59346597839756
news_060162: 都會掃描－年省七千元 省電王教撇步 - 地方新聞 - 中國時報, eucDis = 18.59546497749188
news_036085: 中職新會長 吳志揚出線 - 體育 - 中時 , eucDis = 18.60362798590296
news_001671: 地方掃描－張偉東蟬聯鹿港天后宮主委 - 地方新聞 - 中國時報, eucDis = 18.60417296390505
news_080992: 地方掃描－錯過班車 連3天大鬧轉運站 - 地方新聞 - 中國時報, eucDis = 18.604351477139108
news_095465: 快訊／爭吵後引爆瓦斯　父子多處灼傷送醫│TVBS新聞網, eucDis = 18.607176565061135
news_070100: 陽岱鋼名片曝光 「只給過總教練」 - 體育 - 中時 , eucDis = 18.612689887491356
news_061119: 【你今天笑了嗎】聰明的女兒 - 焦點 - 中時電子報, eucDis = 18.63021930188144
news_026566: 李佳豫美腿由人摸｜蘋果新聞網｜蘋果日報, eucDis = 18.630578148197003
news_082504: 賭盤分析｜蘋果新聞網｜蘋果日報, eucDis = 18.63302515386745
news_076685: 日本5月失業率 維持3.3％ - 財經 - 工商 , eucDis = 18.637496596829127
news_053759: 地方掃描－仁心水墨創作展 南投縣登場 - 地方新聞 - 中國時報, eucDis = 18.643143311372732
news_011023: 地方掃描－忠犬火宅護主 老翁無恙 - 地方新聞 - 中國時報, eucDis = 18.64968543535537
news_054843: 地方掃描－台灣鹽博館周邊釣客多 - 地方新聞 - 中國時報, eucDis = 18.654319553580088
news_080299: 鄭元暢兩女搶著要｜蘋果新聞網｜蘋果日報, eucDis = 18.656277575135938
news_031517: 教你做年菜－干貝佛跳牆 美味香噴噴 - 時尚消費 - 中國時報, eucDis = 18.65811234164342
news_084339: Non, eucDis = 18.664329830937145
news_095770: 山寨舒莉  Q嫩不輸正版貨｜蘋果新聞網｜蘋果日報, eucDis = 18.665926759724837
news_096257: 地方掃描－市民平均壽命 增加1歲 - 地方新聞 - 中國時報, eucDis = 18.67038007023463
news_023282: 土耳其8月失業率 創2月以來高點 - 國際 - 工商 , eucDis = 18.674674540004943
news_068989: 〈快訊〉遊覽車國道起火　司機乘客43人急疏散│TVBS新聞網, eucDis = 18.676472857913
news_030639: 義大犀牛退場 吳志揚：相當意外 - 體育 - 中時 , eucDis = 18.676607565941314
news_025830: 11月電子期漲 金融期跌 | 權證期貨 | 股市 | 聯合新聞網, eucDis = 18.67699051041174
news_042780: 美股周四開低 科技類股領跌 - 財經 - 工商 , eucDis = 18.678022854368745
news_064825: 《一週自營商買超18-1》寶滬深(14838)、元上證(8982)、緯 創(8580) - 財經 - 時報資訊, eucDis = 18.68381971157025
news_095313: 美國9月首周零售額下滑 - 國際 - 工商 , eucDis = 18.685145830769663
news_061280: 〈中部〉一生清白 - 地方 - 自由時報電子報, eucDis = 18.687733630734858
news_061511: 恭喜發財 - 焦點 - 自由時報電子報, eucDis = 18.69512135789238
news_007128: 開球秀 許瑋甯喊聲 全場豹走｜蘋果新聞網｜蘋果日報, eucDis = 18.695271530381614
news_008667: 《X戰警》劇照曝光 中美同步上映 - 娛樂 - 旺報 , eucDis = 18.696320626795288
news_060653: 都會掃描－中寮法華寺服務鄉梓 獲表揚 - 焦點要聞 - 中國時報, eucDis = 18.698250373593645
news_055139: 安麗盃花絮－車由蘭 對身材沒自信 - 地方新聞 - 中國時報, eucDis = 18.700542384774707
news_097127: 希臘渡輪 愛琴海東部起火 無傷亡 - 國際 - 中廣, eucDis = 18.705680224913092
news_046597: 《股利-光電》正崴決配息2元 - 財經 - 時報資訊, eucDis = 18.70859926448317
news_072127: 瑞秋杭特露出北半球｜蘋果新聞網｜蘋果日報, eucDis = 18.73422983367009
news_085803: 地方掃描－郵我寵愛媽咪 贈送專案明信片 - 地方新聞 - 中國時報, eucDis = 18.737398810358677
news_055549: H7N9至今通報295例 3例檢驗中餘皆排除 - 生活 - 中廣, eucDis = 18.740788116893594
news_059868: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 18.74419672812199
news_080084: 地方掃描－竊449株芭樂苗 和解買回 - 地方新聞 - 中國時報, eucDis = 18.752664229692282
news_068656: 《蘋果數》英家庭用電 1年浪費608億｜蘋果新聞網｜蘋果日報, eucDis = 18.753648124626178
news_039187: 消費快訊－美麗華滿3000 送UA200元抵用券 - 時尚消費 - 中國時報, eucDis = 18.75954681946712
news_040028: 快訊／天然氣2連漲！　2日凌晨起調漲2.99%│TVBS新聞網, eucDis = 18.760607869837095
news_004781: 地方掃描－埔里鎮立圖書館明重新開幕 - 地方新聞 - 中國時報, eucDis = 18.763221048424402
news_029880: 地方掃描－南海傷患後送機制 海巡署聯合演練 - 地方新聞 - 中國時報, eucDis = 18.76478940961207
news_090094: 豐興今調降鋼筋價格 跌幅2.29％ - 財經 - 工商 , eucDis = 18.764882792867457
news_028666: 快訊／苗栗巨石砸人車　婦人手骨折頭撞傷送醫│TVBS新聞網, eucDis = 18.76758519074468
news_036857: 都會生活－茶與生活研習 歡迎報名 - 地方新聞 - 中國時報, eucDis = 18.78942395187265
news_063815: 翹臀珍 全球最美｜蘋果新聞網｜蘋果日報, eucDis = 18.78954417462187
news_028773: 豆花妹發行寫真書 宅男粉絲排隊搶購 - 娛樂 - 中時 , eucDis = 18.793240534282386
news_063521: 地方掃描－飛賊偷香油錢 被休假警逮獲 - 地方新聞 - 中國時報, eucDis = 18.794437983595518
news_037196: 福特Quay Car 風災受損車8折優惠 - 生活 - 工商 , eucDis = 18.797403321664124
news_070017: 國務起訴／〈快訊〉珍病況好轉　血壓偏低仍留院觀察│TVBS新聞網, eucDis = 18.801910625288237
news_032989: 大頭版國旗版 李振昌兩手套｜蘋果新聞網｜蘋果日報, eucDis = 18.804377590503456
news_092687: 獨步惡搞〈姐姐〉 邀水菜麗自肥 - 娛樂新聞 - 中國時報, eucDis = 18.80586677476569
news_081656: 貝克漢 伴母hgh舞｜蘋果新聞網｜蘋果日報, eucDis = 18.806037576032097
news_095805: 南京綜保區將複製滬自貿區作法 - 兩岸 - 工商 , eucDis = 18.807069878781654
news_085003: 影／觀塘三接環評過 最快2023年供氣 | 財經焦點 | 產經 | 聯合新聞網, eucDis = 18.80793492976311
news_043748: 陸山東寨里鎮因富硒土聞名 - 兩岸 - 旺報 , eucDis = 18.811968181261616
news_004164: 地方掃描－《悉達多太子》音樂劇 回響熱 - 地方新聞 - 中國時報, eucDis = 18.826659000010796
news_099610: 法藍瓷晶華店 推出限定仁袋 - 生活 - 旺報 , eucDis = 18.82873911701681
news_051161: 廣達2月營收741.45億 月減7.3% - 財經 - 中央社, eucDis = 18.831572427473763
news_099748: 澤尻英龍華 告白草彅剛｜蘋果新聞網｜蘋果日報, eucDis = 18.833085980741163
news_001339: 《港股》美股再創新高，恆指開漲0.4％ - 財經 - 時報資訊, eucDis = 18.838203489923394
news_072976: 助殘超級狗｜蘋果新聞網｜蘋果日報, eucDis = 18.84322655406151
news_037111: 百歲人瑞書法聯展 高雄登場 - 生活 - 中時 , eucDis = 18.85202762616927
news_069789: 造型配件 採購1.3折起｜蘋果新聞網｜蘋果日報, eucDis = 18.852682618592265
news_084607: 新台幣升2.1分 收31.030元 - 財經 - 中央社, eucDis = 18.853664850017456
news_006730: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 18.85512960262969
news_031904: 地方掃描－深坑坍方 4車遭埋無人傷亡 - 地方新聞 - 中國時報, eucDis = 18.855342678337983
news_094551: 傳美韓擬作戰計畫 遏北韓威脅 - 國際 - 中央社, eucDis = 18.86238496345544
news_031567: 《驚爆時刻》Bobby｜蘋果新聞網｜蘋果日報, eucDis = 18.864471345156144
news_008623: 義大利麵 2800米長｜蘋果新聞網｜蘋果日報, eucDis = 18.864498166101594
news_048980: 地方掃描－公館藝術文化節 玩陶藝吃美食 - 地方新聞 - 中國時報, eucDis = 18.86682407678069
news_095769: 品牌濕紙巾 特惠5折起｜蘋果新聞網｜蘋果日報, eucDis = 18.87013258268523
news_090237: 王建民150公里伸卡球 三振國聯MVP哈波｜蘋果新聞網｜蘋果日報, eucDis = 18.874109615424672
news_027551: 〈健康充電站〉瘦身講座 - 生活 - 自由時報電子報, eucDis = 18.88018720001879
news_047386: 地方掃描－海之夏祭 19日起熱鬧3天 - 地方新聞 - 中國時報, eucDis = 18.883221807242567
news_073894: 扁保外就醫200萬 辜寬敏出資 - 社會 - 中央社, eucDis = 18.88447115629072
news_063739: 地方掃描－車神陳雙全 將到虎頭山表演 - 地方新聞 - 中國時報, eucDis = 18.885277087256
news_031586: 地方掃描－原民紀念日 周末在麥寮慶祝 - 地方新聞 - 中國時報, eucDis = 18.891419696892807
news_036955: 新台幣升3.6分  收31.330元 - 財經 - 中央社, eucDis = 18.89469157460986
news_027676: 場邊花絮－鐵道部長兼人大 卸任傳言熾 - 地方新聞 - 中國時報, eucDis = 18.897335515743578
news_033470: 今天我最炫 Fooprn of Snowman 雪人腳印｜蘋果新聞網｜蘋果日報, eucDis = 18.90219957493725
news_042590: 9月電子期金融期齊漲 | 權證期貨 | 股市 | 聯合新聞網, eucDis = 18.90518623292985
news_018731: 《店頭市場》8月29日止，融資餘額為603.98億元 - 財經 - 時報資訊, eucDis = 18.916355392145167
news_017395: 中職2戰延賽｜蘋果新聞網｜蘋果日報, eucDis = 18.91733024005515
news_012144: 【圖解新聞】看完搞懂反課綱吵什麼｜蘋果新聞網｜蘋果日報, eucDis = 18.92624949179885
news_003381: 地方掃描－遇警心慌落跑 通緝犯被逮 - 地方新聞 - 中國時報, eucDis = 18.927343360017918
news_092944: 容克：英國脫歐將被視為局外人 - 財經 - 工商 , eucDis = 18.9290578798886
news_094451: 爬結腸模型｜蘋果新聞網｜蘋果日報, eucDis = 18.933132568448627
news_035929: 〈台北都會〉小法典 - 地方 - 自由時報電子報, eucDis = 18.933411300190883
news_000845: Non, eucDis = 18.93846940283582
news_014360: 【壹週刊】陳庭妮不給吻　臭臉對謝佳見｜蘋果新聞網｜蘋果日報, eucDis = 18.94002662668765
news_080433: 邱澤半空灌籃靠鋼絲｜蘋果新聞網｜蘋果日報, eucDis = 18.94337622106767
news_049878: 邪惡比一比｜蘋果新聞網｜蘋果日報, eucDis = 18.944297951970302
news_081098: 扮怪獸 講故事｜蘋果新聞網｜蘋果日報, eucDis = 18.944473938307937
news_075309: 拒捕男趴地｜蘋果新聞網｜蘋果日報, eucDis = 18.947178965081502
news_095746: 地方掃描－竹筍節 體驗農村真善美 - 地方新聞 - 中國時報, eucDis = 18.949396842022473
news_081358: 小女生彩妝｜蘋果新聞網｜蘋果日報, eucDis = 18.950619670326315
news_000679: 社會傳真機－台僑鄒本善 在日涉逃漏稅被捕 - 社會新聞 - 中國時報, eucDis = 18.953726197159202
news_065359: 3M上季淨利達11.6億美元 - 國際 - 工商 , eucDis = 18.957172200534632
news_072435: Non, eucDis = 18.957422793656253
news_037313: 梁詠琪亂扯評金像獎｜蘋果新聞網｜蘋果日報, eucDis = 18.95796938251639
news_063720: 消費快訊－OK應援職棒推套餐 現買兩件送飲料 - 時尚消費 - 中國時報, eucDis = 18.95923267637341
news_056041: 拿甕當椅 盼招好運｜蘋果新聞網｜蘋果日報, eucDis = 18.95943531550012
news_098550: 快訊／高雄山區日雨量逾百mm　樟山國小明停課│TVBS新聞網, eucDis = 18.967963295704166
news_097066: 飛機墜毀 19人罹難｜蘋果新聞網｜蘋果日報, eucDis = 18.968635875217032
news_018097: 賴聲川:希望家屬節哀｜蘋果新聞網｜蘋果日報, eucDis = 18.970255146507164
news_045916: 強風折老樹｜蘋果新聞網｜蘋果日報, eucDis = 18.972424791358623
news_050461: 獨木舟俯衝 56米高瀑布｜蘋果新聞網｜蘋果日報, eucDis = 18.97758003036257
news_036736: 今彩539頭獎 1人中獎 - 財經 - 中央社, eucDis = 18.979741354879806
news_070124: 地方掃描－有線電視數位化 嘉市第一 - 地方新聞 - 中國時報, eucDis = 18.980120283812294
news_052935: 地方掃描－草屯載運家具 即起登記 - 地方新聞 - 中國時報, eucDis = 18.989121047255484
news_008065: 80鯨豚喪命海灘｜蘋果新聞網｜蘋果日報, eucDis = 18.99171528126368
news_036626: 地方掃描－雲林刑大掃毒 起出大量毒品 - 地方新聞 - 中國時報, eucDis = 18.997219745620665
news_051548: 金像獎》新晉導演獎 李光耀《暴瘋語》 - 娛樂 - 旺報 , eucDis = 19.00172339310383
news_029461: 頂級美妝Asop - 時尚消費 - 中國時報, eucDis = 19.004624689368057
news_053561: Non, eucDis = 19.010724727433942
news_071865: 立威廉闖gay吧 遭閻韋伶強逼｜蘋果新聞網｜蘋果日報, eucDis = 19.013039048062744
news_033337: 《店頭市場》櫃買中心：上週融資餘額減少10.63億元 - 財經 - 時報資訊, eucDis = 19.013615076516277
news_059589: 都會掃描－創作論壇二次徵件 二件入選 - 地方新聞 - 中國時報, eucDis = 19.015001434762365
